student_id,source_dataset,cognitive_rating,coding_technical_rating,experiential_exposure,communication_soft_skills,self_learning_capability,team_collaboration,track_technical,target_role,canonical_domain
STU_039,EduPathAI_Core,5.33,4.75,4.0,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_040,EduPathAI_Core,6.85,7.55,7.6,7.5,1,1,1,BI Developer,Data Science & AI
STU_041,EduPathAI_Core,4.92,4.699999999999999,4.0,7.5,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_042,EduPathAI_Core,7.01,7.475,5.2,7.5,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_043,EduPathAI_Core,5.06,4.425,4.0,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_044,EduPathAI_Core,7.59,7.433333333333333,6.4,7.5,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_045,EduPathAI_Core,8.3,7.199999999999999,6.4,7.5,0,1,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_046,EduPathAI_Core,5.68,4.666666666666666,5.2,7.5,0,0,0,Business Analyst,Business & Analytics
STU_047,EduPathAI_Core,4.8,4.066666666666667,4.0,5.0,0,0,0,Marketing Analyst,Business & Analytics
STU_048,EduPathAI_Core,9.31,9.571428571428571,8.8,7.5,1,1,0,Product Manager,UI/UX & Product Design
STU_049,EduPathAI_Core,8.8,9.516666666666666,6.4,7.5,1,0,0,Product Manager,UI/UX & Product Design
STU_050,EduPathAI_Core,7.44,6.9,7.6,7.5,0,0,0,Product Manager,UI/UX & Product Design
STU_051,EduPathAI_Core,5.29,4.6499999999999995,5.2,7.5,0,0,0,Product Manager,UI/UX & Product Design
STU_052,EduPathAI_Core,5.01,4.5,6.4,7.5,0,1,0,Digital Marketing Specialist,Business & Analytics
STU_053,EduPathAI_Core,7.55,7.400000000000001,6.4,5.0,1,1,0,UI/UX Designer,UI/UX & Product Design
STU_054,EduPathAI_Core,8.86,9.628571428571428,6.4,7.5,1,1,1,Data Scientist,Data Science & AI
STU_055,EduPathAI_Core,4.94,4.7,4.0,5.0,0,0,0,Marketing Analyst,Business & Analytics
STU_056,EduPathAI_Core,6.33,4.533333333333333,4.0,5.0,0,0,1,Database Administrator,Cybersecurity & Cloud
STU_057,EduPathAI_Core,4.77,4.699999999999999,4.0,5.0,0,0,1,Data Analyst,Data Science & AI
STU_058,EduPathAI_Core,6.16,4.6000000000000005,4.0,5.0,0,0,1,Database Administrator,Cybersecurity & Cloud
STU_059,EduPathAI_Core,8.22,7.733333333333333,5.2,7.5,0,0,1,Data Analyst,Data Science & AI
STU_060,EduPathAI_Core,6.77,7.08,5.2,5.0,0,0,1,Database Administrator,Cybersecurity & Cloud
STU_061,EduPathAI_Core,6.11,4.425,5.2,5.0,0,0,0,Marketing Analyst,Business & Analytics
STU_062,EduPathAI_Core,7.98,7.420000000000001,7.6,5.0,1,1,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_063,EduPathAI_Core,9.68,9.385714285714284,10.0,7.5,1,1,1,Full-Stack Developer,Software & Web Development
STU_064,EduPathAI_Core,7.88,7.749999999999999,5.2,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_065,EduPathAI_Core,4.94,4.625,4.0,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_066,EduPathAI_Core,4.59,4.4,5.2,5.0,0,0,0,Digital Marketing Specialist,Business & Analytics
STU_067,EduPathAI_Core,7.67,7.0200000000000005,5.2,5.0,0,0,0,Marketing Analyst,Business & Analytics
STU_068,EduPathAI_Core,9.52,9.399999999999999,7.6,7.5,1,1,0,Product Manager,UI/UX & Product Design
STU_069,EduPathAI_Core,9.05,9.459999999999999,8.8,5.0,1,0,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_070,EduPathAI_Core,8.23,7.140000000000001,6.4,5.0,0,1,1,Backend Developer,Software & Web Development
STU_071,EduPathAI_Core,4.72,4.425,5.2,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_072,EduPathAI_Core,7.21,7.399999999999999,5.2,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_073,EduPathAI_Core,5.64,4.6499999999999995,4.0,5.0,0,0,1,Data Analyst,Data Science & AI
STU_074,EduPathAI_Core,8.11,7.125,5.2,5.0,0,0,0,Digital Marketing Specialist,Business & Analytics
STU_075,EduPathAI_Core,6.15,4.5,4.0,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_076,EduPathAI_Core,6.8,6.86,7.6,7.5,1,1,0,Business Analyst,Business & Analytics
STU_077,EduPathAI_Core,6.72,6.725,6.4,7.5,0,0,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_078,EduPathAI_Core,7.45,6.720000000000001,6.4,5.0,0,0,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_079,EduPathAI_Core,5.59,4.533333333333333,4.0,5.0,0,0,0,Financial Analyst,Business & Analytics
STU_080,EduPathAI_Core,9.01,9.214285714285714,10.0,7.5,1,1,1,AI Engineer,Data Science & AI
STU_081,EduPathAI_Core,6.31,5.066666666666667,4.0,5.0,0,0,1,Data Analyst,Data Science & AI
STU_082,EduPathAI_Core,5.34,4.233333333333333,4.0,7.5,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_083,EduPathAI_Core,5.2,4.9,4.0,7.5,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_084,EduPathAI_Core,7.11,7.666666666666666,4.0,7.5,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_085,EduPathAI_Core,8.98,9.7,8.8,5.0,1,0,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_086,EduPathAI_Core,4.65,4.166666666666667,4.0,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_087,EduPathAI_Core,9.56,9.416666666666668,8.8,7.5,1,1,1,Frontend Developer,Software & Web Development
STU_088,EduPathAI_Core,6.17,4.85,4.0,7.5,0,0,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_089,EduPathAI_Core,4.58,4.933333333333334,4.0,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_090,EduPathAI_Core,5.09,4.95,4.0,7.5,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_091,EduPathAI_Core,5.46,4.966666666666667,4.0,7.5,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_092,EduPathAI_Core,9.08,9.425,10.0,5.0,1,0,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_093,EduPathAI_Core,9.34,9.525,6.4,5.0,1,0,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_094,EduPathAI_Core,9.33,9.466666666666667,7.6,5.0,1,1,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_095,EduPathAI_Core,6.16,4.75,6.4,5.0,0,0,1,Frontend Developer,Software & Web Development
STU_096,EduPathAI_Core,9.46,9.357142857142858,8.8,7.5,1,1,1,Full-Stack Developer,Software & Web Development
STU_097,EduPathAI_Core,9.21,9.75,5.2,7.5,1,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_098,EduPathAI_Core,7.01,6.733333333333333,5.2,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_099,EduPathAI_Core,7.27,7.26,4.0,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_100,EduPathAI_Core,7.51,7.466666666666666,6.4,7.5,0,1,1,Backend Developer,Software & Web Development
STU_101,EduPathAI_Core,7.35,7.14,7.6,7.5,1,1,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_102,EduPathAI_Core,9.22,9.34,8.8,5.0,1,0,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_103,EduPathAI_Core,6.17,4.325,4.0,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_104,EduPathAI_Core,4.81,4.8,4.0,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_105,EduPathAI_Core,7.67,7.66,4.0,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_106,EduPathAI_Core,5.67,4.55,4.0,7.5,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_107,EduPathAI_Core,7.81,7.675,4.0,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_108,EduPathAI_Core,9.08,9.45,8.8,5.0,1,1,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_109,EduPathAI_Core,8.34,7.025,4.0,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_110,EduPathAI_Core,7.2,7.533333333333333,8.8,5.0,1,0,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_111,EduPathAI_Core,8.94,9.24,10.0,5.0,1,1,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_112,EduPathAI_Core,7.07,7.483333333333332,10.0,7.5,1,1,1,Full-Stack Developer,Software & Web Development
STU_113,EduPathAI_Core,5.61,4.85,4.0,7.5,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_114,EduPathAI_Core,5.59,3.95,5.2,7.5,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_115,EduPathAI_Core,5.45,4.6499999999999995,4.0,7.5,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_116,EduPathAI_Core,5.57,4.6,4.0,7.5,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_117,EduPathAI_Core,7.87,8.3,7.6,5.0,1,0,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_118,EduPathAI_Core,9.74,9.516666666666666,6.4,5.0,1,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_119,EduPathAI_Core,7.86,7.5,5.2,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_120,EduPathAI_Core,7.87,7.48,6.4,7.5,0,1,1,Backend Developer,Software & Web Development
STU_121,EduPathAI_Core,7.72,7.424999999999999,4.0,7.5,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_122,EduPathAI_Core,5.66,4.633333333333334,4.0,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_123,EduPathAI_Core,6.51,6.925,8.8,5.0,1,0,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_124,EduPathAI_Core,8.25,7.974999999999999,7.6,5.0,1,0,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_125,EduPathAI_Core,5.79,4.8,4.0,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_126,EduPathAI_Core,6.07,4.833333333333333,4.0,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_127,EduPathAI_Core,7.35,7.066666666666666,4.0,7.5,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_128,EduPathAI_Core,5.6,4.45,6.4,5.0,0,0,1,Backend Developer,Software & Web Development
STU_129,EduPathAI_Core,4.56,4.6,5.2,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_130,EduPathAI_Core,5.21,4.3,6.4,5.0,0,0,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_131,EduPathAI_Core,6.09,4.966666666666667,4.0,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_132,EduPathAI_Core,8.28,7.016666666666667,8.8,7.5,0,1,1,Backend Developer,Software & Web Development
STU_133,EduPathAI_Core,4.91,5.075000000000001,4.0,5.0,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_134,EduPathAI_Core,6.16,4.966666666666667,4.0,7.5,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_135,EduPathAI_Core,9.52,9.266666666666666,7.6,7.5,1,1,0,Financial Analyst,Business & Analytics
STU_136,EduPathAI_Core,9.6,9.357142857142858,10.0,7.5,1,1,0,Financial Analyst,Business & Analytics
STU_137,EduPathAI_Core,8.92,9.299999999999999,10.0,7.5,1,1,0,Financial Analyst,Business & Analytics
STU_138,EduPathAI_Core,7.22,7.399999999999999,8.8,5.0,1,1,1,BI Developer,Data Science & AI
STU_139,EduPathAI_Core,9.04,9.183333333333334,10.0,7.5,1,1,0,Financial Analyst,Business & Analytics
STU_140,EduPathAI_Core,8.23,7.133333333333333,10.0,7.5,1,1,0,Business Analyst,Business & Analytics
STU_141,EduPathAI_Core,5.74,4.1499999999999995,4.0,5.0,0,0,0,Financial Analyst,Business & Analytics
STU_142,EduPathAI_Core,5.99,5.0,6.4,5.0,0,0,1,BI Developer,Data Science & AI
STU_143,EduPathAI_Core,7.57,7.499999999999999,6.4,5.0,0,0,0,Financial Analyst,Business & Analytics
STU_144,EduPathAI_Core,8.94,9.6,10.0,5.0,1,0,0,Financial Analyst,Business & Analytics
STU_145,EduPathAI_Core,4.79,4.033333333333333,5.2,5.0,0,0,0,Financial Analyst,Business & Analytics
STU_146,EduPathAI_Core,6.86,7.4399999999999995,10.0,5.0,1,0,1,BI Developer,Data Science & AI
STU_147,EduPathAI_Core,8.58,9.25,10.0,7.5,1,1,0,Financial Analyst,Business & Analytics
STU_148,EduPathAI_Core,8.06,7.880000000000001,5.2,5.0,0,0,1,BI Developer,Data Science & AI
STU_149,EduPathAI_Core,7.54,7.779999999999999,7.6,5.0,0,1,0,Financial Analyst,Business & Analytics
STU_150,EduPathAI_Core,9.53,9.357142857142856,10.0,7.5,1,1,0,Financial Analyst,Business & Analytics
STU_151,EduPathAI_Core,9.8,9.45,10.0,7.5,1,1,0,Financial Analyst,Business & Analytics
STU_152,EduPathAI_Core,6.72,7.525,7.6,7.5,0,0,1,BI Developer,Data Science & AI
STU_153,EduPathAI_Core,8.86,9.32,10.0,5.0,1,1,1,Data Scientist,Data Science & AI
STU_154,EduPathAI_Core,5.17,4.633333333333334,6.4,5.0,0,0,1,Database Administrator,Cybersecurity & Cloud
STU_155,EduPathAI_Core,6.72,6.92,8.8,7.5,0,1,0,Marketing Analyst,Business & Analytics
STU_156,EduPathAI_Core,9.63,9.416666666666668,10.0,7.5,1,1,1,AI Engineer,Data Science & AI
STU_157,EduPathAI_Core,6.82,7.039999999999999,8.8,7.5,0,1,0,Marketing Analyst,Business & Analytics
STU_158,EduPathAI_Core,7.35,7.4,8.8,5.0,0,1,1,Data Analyst,Data Science & AI
STU_159,EduPathAI_Core,5.17,4.266666666666667,6.4,5.0,0,0,1,AI Engineer,Data Science & AI
STU_160,EduPathAI_Core,8.39,7.380000000000001,8.8,7.5,1,1,1,BI Developer,Data Science & AI
STU_161,EduPathAI_Core,9.09,9.357142857142858,10.0,7.5,1,1,1,Data Scientist,Data Science & AI
STU_162,EduPathAI_Core,7.95,7.8999999999999995,10.0,7.5,1,1,1,BI Developer,Data Science & AI
STU_163,EduPathAI_Core,9.02,9.2625,6.4,7.5,1,1,0,Product Manager,UI/UX & Product Design
STU_164,EduPathAI_Core,6.76,7.119999999999999,10.0,7.5,1,1,0,UI/UX Designer,UI/UX & Product Design
STU_165,EduPathAI_Core,7.62,7.6,10.0,5.0,1,0,0,UI/UX Designer,UI/UX & Product Design
STU_166,EduPathAI_Core,9.53,9.416666666666666,10.0,7.5,1,1,0,Product Manager,UI/UX & Product Design
STU_167,EduPathAI_Core,6.58,7.071428571428572,8.8,7.5,1,1,0,UI/UX Designer,UI/UX & Product Design
STU_168,EduPathAI_Core,8.82,9.242857142857142,10.0,7.5,1,1,0,UI/UX Designer,UI/UX & Product Design
STU_169,EduPathAI_Core,9.43,9.399999999999999,7.6,5.0,1,1,0,UI/UX Designer,UI/UX & Product Design
STU_170,EduPathAI_Core,8.24,7.5,6.4,5.0,0,0,0,Digital Marketing Specialist,Business & Analytics
STU_171,EduPathAI_Core,8.59,9.5,8.8,5.0,1,1,0,UI/UX Designer,UI/UX & Product Design
STU_172,EduPathAI_Core,6.55,7.166666666666667,7.6,5.0,0,1,0,UI/UX Designer,UI/UX & Product Design
STU_173,EduPathAI_Core,6.35,4.699999999999999,6.4,5.0,0,0,0,Marketing Analyst,Business & Analytics
STU_174,EduPathAI_Core,5.05,4.4,5.2,5.0,0,0,0,UI/UX Designer,UI/UX & Product Design
STU_175,EduPathAI_Core,7.61,7.0,8.8,7.5,0,1,0,UI/UX Designer,UI/UX & Product Design
STU_176,EduPathAI_Core,4.91,4.6,4.0,7.5,0,0,0,Digital Marketing Specialist,Business & Analytics
STU_177,EduPathAI_Core,9.1,9.383333333333331,7.6,5.0,1,1,0,UI/UX Designer,UI/UX & Product Design
STU_178,EduPathAI_Core,6.6,6.983333333333333,7.6,5.0,0,0,0,UI/UX Designer,UI/UX & Product Design
STU_179,EduPathAI_Core,8.76,9.58,8.8,5.0,1,0,0,Marketing Analyst,Business & Analytics
STU_180,EduPathAI_Core,7.4,7.9,6.4,5.0,0,1,0,UI/UX Designer,UI/UX & Product Design
STU_181,EduPathAI_Core,9.41,9.325,8.8,7.5,1,1,0,Product Manager,UI/UX & Product Design
STU_182,EduPathAI_Core,4.78,5.0,6.4,5.0,0,1,0,UI/UX Designer,UI/UX & Product Design
STU_183,EduPathAI_Core,9.73,9.642857142857142,10.0,7.5,1,1,0,UI/UX Designer,UI/UX & Product Design
STU_184,EduPathAI_Core,8.34,7.866666666666666,6.4,7.5,0,0,0,Digital Marketing Specialist,Business & Analytics
STU_185,EduPathAI_Core,5.0,4.475,5.2,5.0,0,0,0,Marketing Analyst,Business & Analytics
STU_186,EduPathAI_Core,9.53,9.471428571428573,10.0,5.0,1,1,0,UI/UX Designer,UI/UX & Product Design
STU_187,EduPathAI_Core,7.32,6.983333333333333,8.8,7.5,0,1,0,Marketing Analyst,Business & Analytics
STU_188,EduPathAI_Core,7.69,7.133333333333334,10.0,7.5,1,1,0,UI/UX Designer,UI/UX & Product Design
STU_189,EduPathAI_Core,8.79,9.2875,10.0,7.5,1,1,0,UI/UX Designer,UI/UX & Product Design
STU_190,EduPathAI_Core,6.83,7.739999999999999,7.6,5.0,1,0,0,UI/UX Designer,UI/UX & Product Design
STU_191,EduPathAI_Core,5.37,4.566666666666666,6.4,7.5,0,0,0,Marketing Analyst,Business & Analytics
STU_192,EduPathAI_Core,5.57,4.8999999999999995,6.4,5.0,0,0,0,Digital Marketing Specialist,Business & Analytics
STU_193,EduPathAI_Core,7.67,7.171428571428571,10.0,7.5,1,1,0,UI/UX Designer,UI/UX & Product Design
STU_194,EduPathAI_Core,7.34,7.320000000000001,10.0,7.5,1,1,0,UI/UX Designer,UI/UX & Product Design
STU_195,EduPathAI_Core,7.27,7.5,10.0,5.0,1,0,0,UI/UX Designer,UI/UX & Product Design
STU_196,EduPathAI_Core,6.74,7.26,6.4,5.0,0,0,0,Digital Marketing Specialist,Business & Analytics
STU_197,EduPathAI_Core,9.51,9.333333333333332,10.0,7.5,1,1,0,UI/UX Designer,UI/UX & Product Design
STU_198,EduPathAI_Core,9.61,9.399999999999999,10.0,7.5,1,1,0,UI/UX Designer,UI/UX & Product Design
STU_199,EduPathAI_Core,5.75,5.066666666666667,6.4,7.5,0,0,0,Marketing Analyst,Business & Analytics
STU_200,EduPathAI_Core,7.75,7.6,6.4,5.0,1,0,0,UI/UX Designer,UI/UX & Product Design
STU_201,EduPathAI_Core,9.64,9.76,6.4,7.5,1,0,0,Product Manager,UI/UX & Product Design
STU_202,EduPathAI_Core,9.11,9.516666666666666,7.6,7.5,1,1,0,UI/UX Designer,UI/UX & Product Design
STU_203,EduPathAI_Core,7.1,6.916666666666668,5.2,5.0,0,0,0,Marketing Analyst,Business & Analytics
STU_204,EduPathAI_Core,7.94,6.874999999999999,6.4,5.0,0,0,0,UI/UX Designer,UI/UX & Product Design
STU_205,EduPathAI_Core,5.07,5.0,5.2,5.0,0,0,0,Marketing Analyst,Business & Analytics
STU_206,EduPathAI_Core,9.69,9.6,8.8,5.0,1,0,0,UI/UX Designer,UI/UX & Product Design
STU_207,EduPathAI_Core,6.59,6.966666666666667,8.8,5.0,0,0,0,Marketing Analyst,Business & Analytics
STU_208,EduPathAI_Core,6.76,6.475,6.4,5.0,0,0,1,AI Engineer,Data Science & AI
STU_209,EduPathAI_Core,6.8,7.05,7.6,5.0,0,0,1,Data Analyst,Data Science & AI
STU_210,EduPathAI_Core,7.0,7.05,8.8,7.5,1,1,1,Data Scientist,Data Science & AI
STU_211,EduPathAI_Core,9.59,9.725,8.8,5.0,1,0,1,Business Analyst,Business & Analytics
STU_212,EduPathAI_Core,7.34,7.54,6.4,5.0,0,0,1,BI Developer,Data Science & AI
STU_213,EduPathAI_Core,9.34,9.42,10.0,5.0,1,0,1,Frontend Developer,Software & Web Development
STU_214,EduPathAI_Core,5.35,4.2749999999999995,5.2,5.0,0,0,1,Backend Developer,Software & Web Development
STU_215,EduPathAI_Core,5.78,4.975,4.0,5.0,0,0,1,Full-Stack Developer,Software & Web Development
STU_216,EduPathAI_Core,4.69,4.725,5.2,5.0,0,0,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_217,EduPathAI_Core,7.91,7.666666666666666,6.4,7.5,0,0,1,Cybersecurity Analyst,Cybersecurity & Cloud
STU_218,EduPathAI_Core,8.09,8.166666666666668,10.0,5.0,1,0,1,Database Administrator,Cybersecurity & Cloud
STU_219,EduPathAI_Core,9.04,9.51111111111111,10.0,7.5,1,1,1,Financial Analyst,Business & Analytics
STU_220,EduPathAI_Core,7.57,7.340000000000001,8.8,5.0,0,1,1,Digital Marketing Specialist,Business & Analytics
STU_221,EduPathAI_Core,7.06,7.675000000000001,8.8,5.0,1,0,1,Marketing Analyst,Business & Analytics
STU_222,EduPathAI_Core,8.0,7.9,8.8,5.0,0,0,1,Product Manager,UI/UX & Product Design
STU_223,EduPathAI_Core,8.37,7.350000000000001,10.0,5.0,0,1,1,UI/UX Designer,UI/UX & Product Design
STU_224,EduPathAI_Core,9.31,9.416666666666668,7.6,7.5,1,1,1,AI Engineer,Data Science & AI
STU_225,EduPathAI_Core,9.3,9.32857142857143,8.8,7.5,1,1,1,Data Analyst,Data Science & AI
STU_226,EduPathAI_Core,6.87,7.975000000000001,7.6,5.0,1,0,1,Data Scientist,Data Science & AI
STU_227,EduPathAI_Core,5.8,4.3,6.4,5.0,0,0,1,Business Analyst,Business & Analytics
STU_228,EduPathAI_Core,5.36,4.625,4.0,5.0,0,0,1,BI Developer,Data Science & AI
STU_229,EduPathAI_Core,8.87,9.483333333333334,10.0,7.5,1,1,1,AI Engineer,Data Science & AI
STU_230,EduPathAI_Core,6.16,4.6499999999999995,5.2,5.0,0,0,1,Backend Developer,Software & Web Development
STU_231,EduPathAI_Core,7.67,7.279999999999999,6.4,5.0,0,0,1,Full-Stack Developer,Software & Web Development
STU_232,EduPathAI_Core,4.74,4.25,5.2,5.0,0,0,1,Cloud DevOps Engineer,Cybersecurity & Cloud
STU_233,EduPathAI_Core,6.82,7.333333333333334,5.2,7.5,0,0,0,Business Analyst,Business & Analytics
STU_234,EduPathAI_Core,6.77,7.4,7.6,7.5,1,1,1,BI Developer,Data Science & AI
