Student_ID,Gender,Education_Level,Degree,Specialisation,Graduation_Year,Technical_Skills,Soft_Skills,Skill_Proficiencies,Projects,Certifications,Assessment_Score,Career_Interest
STU_054,Female,Postgraduate,B.Sc,Data Science,2026,"Machine Learning, Python, SQL, Statistics","Communication, Problem Solving, Teamwork","Machine Learning:0.96, Python:0.98, SQL:0.98, Statistics:0.98, Communication:0.95, Problem Solving:0.94, Teamwork:0.95",Advanced Capstone Portfolio,Professional Industry Certification,8.86,Data Scientist
STU_055,Male,Postgraduate,BBA,Marketing Analytics,2026,Python,"Adaptability, Time Management","Python:0.53, Adaptability:0.48, Time Management:0.40",None,None,4.94,Marketing Analyst
STU_056,Male,Undergraduate,B.Tech,Computer Science,2027,HTML,"Adaptability, Time Management","HTML:0.47, Adaptability:0.51, Time Management:0.38",None,None,6.33,Database Administrator
STU_057,Male,Undergraduate,B.Sc,Statistics & Analytics,2027,"SQL, Statistics","Adaptability, Time Management","SQL:0.49, Statistics:0.46, Adaptability:0.45, Time Management:0.48",None,None,4.77,Data Analyst
STU_058,Male,Undergraduate,B.Tech,Computer Science,2027,"HTML, Java","Adaptability, Time Management","HTML:0.47, Java:0.46, Adaptability:0.38, Time Management:0.53",None,None,6.16,Database Administrator
STU_059,Male,Undergraduate,B.Sc,Statistics & Analytics,2027,"Python, Statistics",Communication,"Python:0.79, Statistics:0.82, Communication:0.71",None,Industry Foundation Certificate,8.22,Data Analyst
STU_060,Female,Undergraduate,B.Tech,Computer Science,2027,"HTML, Linux, SQL","Adaptability, Time Management","HTML:0.80, Linux:0.69, SQL:0.67, Adaptability:0.75, Time Management:0.63",Applied Coursework Project,None,6.77,Database Administrator
STU_061,Female,Undergraduate,BBA,Marketing Analytics,2028,"Customer Segmentation, Marketing Analytics","Adaptability, Time Management","Customer Segmentation:0.44, Marketing Analytics:0.48, Adaptability:0.48, Time Management:0.37",None,None,6.11,Marketing Analyst
STU_062,Male,Postgraduate,B.Tech,Cloud Computing,2026,"Docker, Linux, Python","Problem Solving, Teamwork","Docker:0.86, Linux:0.74, Python:0.87, Problem Solving:0.62, Teamwork:0.62",Applied Coursework Project,Industry Foundation Certificate,7.98,Cloud DevOps Engineer
STU_063,Male,Postgraduate,B.Tech,Computer Science,2026,"HTML, Java, Python, React","Communication, Problem Solving, Teamwork","HTML:0.97, Java:0.98, Python:0.98, React:0.97, Communication:0.94, Problem Solving:0.88, Teamwork:0.85",Advanced Capstone Portfolio,Professional Industry Certification,9.68,Full-Stack Developer
STU_064,Male,Postgraduate,B.Tech,Information Security,2026,"Linux, Network Security","Adaptability, Time Management","Linux:0.84, Network Security:0.81, Adaptability:0.70, Time Management:0.75",Applied Coursework Project,Industry Foundation Certificate,7.88,Cybersecurity Analyst
STU_065,Male,Postgraduate,B.Tech,Information Security,2026,"Cryptography, Linux","Adaptability, Time Management","Cryptography:0.46, Linux:0.51, Adaptability:0.42, Time Management:0.46",None,None,4.94,Cybersecurity Analyst
STU_066,Male,Postgraduate,BBA,Digital Marketing,2026,"Digital Marketing, Social Media Analytics","Adaptability, Time Management","Digital Marketing:0.40, Social Media Analytics:0.48, Adaptability:0.39, Time Management:0.49",None,None,4.59,Digital Marketing Specialist
STU_067,Female,Postgraduate,BBA,Marketing Analytics,2026,"Excel, Marketing Analytics, Python","Adaptability, Time Management","Excel:0.72, Marketing Analytics:0.74, Python:0.74, Adaptability:0.71, Time Management:0.60",Applied Coursework Project,None,7.67,Marketing Analyst
STU_068,Female,Postgraduate,BBA,Product Management,2026,"Agile/Scrum, Communication, Product Strategy, Roadmapping, User Research","Communication, Problem Solving, Teamwork","Agile/Scrum:0.98, Communication:0.98, Product Strategy:0.98, Roadmapping:0.95, User Research:0.98, Communication:0.85, Problem Solving:0.95, Teamwork:0.85",Advanced Capstone Portfolio,Professional Industry Certification,9.52,Product Manager
STU_069,Female,Postgraduate,B.Tech,Cloud Computing,2026,"Cloud, Linux, Python, SQL",Problem Solving,"Cloud:0.98, Linux:0.97, Python:0.97, SQL:0.98, Problem Solving:0.83",Advanced Capstone Portfolio,Professional Industry Certification,9.05,Cloud DevOps Engineer
STU_070,Male,Undergraduate,B.Tech,Software Engineering,2027,"HTML, Javascript, Linux, Python",Teamwork,"HTML:0.69, Javascript:0.78, Linux:0.74, Python:0.66, Teamwork:0.70",None,None,8.23,Backend Developer
STU_071,Male,Undergraduate,B.Tech,Information Security,2027,"Cryptography, Linux","Adaptability, Time Management","Cryptography:0.51, Linux:0.46, Adaptability:0.39, Time Management:0.41",None,None,4.72,Cybersecurity Analyst
STU_072,Male,Undergraduate,B.Tech,Information Security,2027,"Cryptography, Linux, Network Security","Adaptability, Time Management","Cryptography:0.71, Linux:0.86, Network Security:0.78, Adaptability:0.65, Time Management:0.70",None,Industry Foundation Certificate,7.21,Cybersecurity Analyst
STU_073,Male,Undergraduate,B.Sc,Statistics & Analytics,2027,"Excel, Statistics","Adaptability, Time Management","Excel:0.49, Statistics:0.51, Adaptability:0.41, Time Management:0.45",None,None,5.64,Data Analyst
STU_074,Female,Undergraduate,BBA,Digital Marketing,2027,"Digital Marketing, SEO","Adaptability, Time Management","Digital Marketing:0.76, SEO:0.77, Adaptability:0.66, Time Management:0.66",Applied Coursework Project,Industry Foundation Certificate,8.11,Digital Marketing Specialist
STU_075,Male,Undergraduate,B.Tech,Information Security,2027,Network Security,"Adaptability, Time Management","Network Security:0.44, Adaptability:0.53, Time Management:0.38",None,None,6.15,Cybersecurity Analyst
STU_076,Male,Undergraduate,BBA,Business Analytics,2027,"Business Analytics, Power BI","Communication, Problem Solving, Teamwork","Business Analytics:0.78, Power BI:0.75, Communication:0.59, Problem Solving:0.66, Teamwork:0.65",None,None,6.8,Business Analyst
STU_077,Male,Postgraduate,B.Tech,Cloud Computing,2026,"Linux, Python, SQL",Communication,"Linux:0.74, Python:0.71, SQL:0.63, Communication:0.61",Applied Coursework Project,None,6.72,Cloud DevOps Engineer
STU_078,Male,Postgraduate,B.Tech,Cloud Computing,2026,"AWS, Docker, Python","Adaptability, Time Management","AWS:0.68, Docker:0.81, Python:0.68, Adaptability:0.60, Time Management:0.59",Applied Coursework Project,None,7.45,Cloud DevOps Engineer
STU_079,Male,Postgraduate,BBA,Finance,2026,Finance,"Adaptability, Time Management","Finance:0.46, Adaptability:0.52, Time Management:0.38",None,None,5.59,Financial Analyst
STU_080,Female,Undergraduate,B.Tech,Artificial Intelligence,2027,"Machine Learning, Python, SQL, Statistics","Communication, Problem Solving, Teamwork","Machine Learning:0.97, Python:0.98, SQL:0.98, Statistics:0.98, Communication:0.86, Problem Solving:0.84, Teamwork:0.84",Advanced Capstone Portfolio,Professional Industry Certification,9.01,AI Engineer
STU_081,Male,Undergraduate,B.Sc,Statistics & Analytics,2027,Excel,"Adaptability, Time Management","Excel:0.56, Adaptability:0.44, Time Management:0.52",None,None,6.31,Data Analyst
STU_082,Male,Undergraduate,B.Tech,Information Security,2028,"Cryptography, Linux",Communication,"Cryptography:0.45, Linux:0.42, Communication:0.40",None,None,5.34,Cybersecurity Analyst
STU_083,Male,Undergraduate,B.Tech,Information Security,2028,"Linux, SQL",Communication,"Linux:0.51, SQL:0.48, Communication:0.48",None,None,5.2,Cybersecurity Analyst
STU_084,Male,Undergraduate,B.Tech,Information Security,2028,"Cryptography, SQL",Communication,"Cryptography:0.80, SQL:0.80, Communication:0.70",Applied Coursework Project,None,7.11,Cybersecurity Analyst
STU_085,Male,Undergraduate,B.Tech,Cloud Computing,2028,"Cloud, Docker, SQL",Problem Solving,"Cloud:0.98, Docker:0.98, SQL:0.98, Problem Solving:0.94",Advanced Capstone Portfolio,Professional Industry Certification,8.98,Cloud DevOps Engineer
STU_086,Male,Undergraduate,B.Tech,Information Security,2028,Cryptography,"Adaptability, Time Management","Cryptography:0.45, Adaptability:0.45, Time Management:0.35",None,None,4.65,Cybersecurity Analyst
STU_087,Male,Undergraduate,B.Tech,Computer Science,2028,"HTML, Java, Linux","Communication, Problem Solving, Teamwork","HTML:0.98, Java:0.98, Linux:0.98, Communication:0.87, Problem Solving:0.94, Teamwork:0.90",Advanced Capstone Portfolio,Professional Industry Certification,9.56,Frontend Developer
STU_088,Male,Undergraduate,B.Tech,Cloud Computing,2028,Python,Communication,"Python:0.47, Communication:0.50",None,None,6.17,Cloud DevOps Engineer
STU_089,Female,Undergraduate,B.Tech,Information Security,2028,SQL,"Adaptability, Time Management","SQL:0.56, Adaptability:0.46, Time Management:0.46",None,None,4.58,Cybersecurity Analyst
STU_090,Male,Undergraduate,B.Tech,Information Security,2028,Network Security,Communication,"Network Security:0.48, Communication:0.51",None,None,5.09,Cybersecurity Analyst
STU_091,Male,Undergraduate,B.Tech,Information Security,2028,"Cryptography, Network Security",Communication,"Cryptography:0.53, Network Security:0.46, Communication:0.50",None,None,5.46,Cybersecurity Analyst
STU_092,Male,Undergraduate,B.Tech,Cloud Computing,2028,"Cloud, Docker, Linux",Problem Solving,"Cloud:0.98, Docker:0.98, Linux:0.98, Problem Solving:0.83",Advanced Capstone Portfolio,Professional Industry Certification,9.08,Cloud DevOps Engineer
STU_093,Female,Undergraduate,B.Tech,Cloud Computing,2028,"Docker, Linux, Python",Problem Solving,"Docker:0.98, Linux:0.97, Python:0.92, Problem Solving:0.94",Advanced Capstone Portfolio,Professional Industry Certification,9.34,Cloud DevOps Engineer
STU_094,Male,Undergraduate,B.Tech,Cloud Computing,2028,"Cloud, Docker, Linux, Python","Problem Solving, Teamwork","Cloud:0.98, Docker:0.98, Linux:0.96, Python:0.98, Problem Solving:0.90, Teamwork:0.88",Advanced Capstone Portfolio,Professional Industry Certification,9.33,Cloud DevOps Engineer
STU_095,Female,Undergraduate,B.Tech,Computer Science,2028,HTML,Problem Solving,"HTML:0.58, Problem Solving:0.37",None,None,6.16,Frontend Developer
STU_096,Female,Undergraduate,B.Tech,Computer Science,2028,"Java, Javascript, Linux, SQL","Communication, Problem Solving, Teamwork","Java:0.98, Javascript:0.98, Linux:0.98, SQL:0.98, Communication:0.83, Problem Solving:0.86, Teamwork:0.94",Advanced Capstone Portfolio,Professional Industry Certification,9.46,Full-Stack Developer
STU_097,Female,Undergraduate,B.Tech,Information Security,2028,"Cryptography, Network Security, SQL",Communication,"Cryptography:0.98, Network Security:0.98, SQL:0.98, Communication:0.96",Advanced Capstone Portfolio,Professional Industry Certification,9.21,Cybersecurity Analyst
STU_098,Female,Undergraduate,B.Tech,Information Security,2028,"Cryptography, Linux, Network Security, SQL","Adaptability, Time Management","Cryptography:0.73, Linux:0.66, Network Security:0.70, SQL:0.72, Adaptability:0.64, Time Management:0.59",None,None,7.01,Cybersecurity Analyst
STU_099,Female,Undergraduate,B.Tech,Information Security,2028,"Linux, Network Security, SQL","Adaptability, Time Management","Linux:0.75, Network Security:0.71, SQL:0.77, Adaptability:0.69, Time Management:0.71",Applied Coursework Project,Industry Foundation Certificate,7.27,Cybersecurity Analyst
STU_100,Male,Undergraduate,B.Tech,Software Engineering,2028,"HTML, Java, Javascript","Communication, Problem Solving, Teamwork","HTML:0.84, Java:0.79, Javascript:0.80, Communication:0.76, Problem Solving:0.68, Teamwork:0.61",None,Industry Foundation Certificate,7.51,Backend Developer
STU_101,Male,Undergraduate,B.Tech,Cloud Computing,2028,"Cloud, SQL","Communication, Problem Solving, Teamwork","Cloud:0.83, SQL:0.76, Communication:0.71, Problem Solving:0.62, Teamwork:0.65",None,Industry Foundation Certificate,7.35,Cloud DevOps Engineer
STU_102,Female,Undergraduate,B.Tech,Cloud Computing,2028,"AWS, Cloud, Docker, Linux",Problem Solving,"AWS:0.92, Cloud:0.96, Docker:0.98, Linux:0.98, Problem Solving:0.83",Advanced Capstone Portfolio,Professional Industry Certification,9.22,Cloud DevOps Engineer
STU_103,Female,Undergraduate,B.Tech,Information Security,2028,"Cryptography, Linux","Adaptability, Time Management","Cryptography:0.47, Linux:0.51, Adaptability:0.37, Time Management:0.38",None,None,6.17,Cybersecurity Analyst
STU_104,Male,Undergraduate,B.Tech,Information Security,2028,Cryptography,"Adaptability, Time Management","Cryptography:0.47, Adaptability:0.49, Time Management:0.48",None,None,4.81,Cybersecurity Analyst
STU_105,Male,Undergraduate,B.Tech,Information Security,2028,"Cryptography, Network Security, SQL","Adaptability, Time Management","Cryptography:0.76, Network Security:0.84, SQL:0.82, Adaptability:0.71, Time Management:0.70",None,Industry Foundation Certificate,7.67,Cybersecurity Analyst
STU_106,Female,Undergraduate,B.Tech,Information Security,2028,SQL,Communication,"SQL:0.51, Communication:0.40",None,None,5.67,Cybersecurity Analyst
STU_107,Female,Undergraduate,B.Tech,Information Security,2028,"Network Security, SQL","Adaptability, Time Management","Network Security:0.76, SQL:0.79, Adaptability:0.75, Time Management:0.77",None,None,7.81,Cybersecurity Analyst
STU_108,Male,Undergraduate,B.Tech,Cloud Computing,2028,"Cloud, Docker, Linux, Python","Problem Solving, Teamwork","Cloud:0.98, Docker:0.98, Linux:0.98, Python:0.98, Problem Solving:0.89, Teamwork:0.86",Advanced Capstone Portfolio,Professional Industry Certification,9.08,Cloud DevOps Engineer
STU_109,Male,Undergraduate,B.Tech,Information Security,2028,"Linux, Network Security","Adaptability, Time Management","Linux:0.79, Network Security:0.78, Adaptability:0.61, Time Management:0.63",None,None,8.34,Cybersecurity Analyst
STU_110,Male,Undergraduate,B.Tech,Cloud Computing,2028,"Docker, Python",Problem Solving,"Docker:0.75, Python:0.82, Problem Solving:0.69",Applied Coursework Project,Industry Foundation Certificate,7.2,Cloud DevOps Engineer
STU_111,Female,Undergraduate,B.Tech,Cloud Computing,2028,"Cloud, Linux, SQL","Problem Solving, Teamwork","Cloud:0.97, Linux:0.92, SQL:0.98, Problem Solving:0.89, Teamwork:0.86",Advanced Capstone Portfolio,Professional Industry Certification,8.94,Cloud DevOps Engineer
STU_112,Male,Undergraduate,B.Tech,Computer Science,2028,"HTML, Java, SQL","Communication, Problem Solving, Teamwork","HTML:0.76, Java:0.85, SQL:0.86, Communication:0.59, Problem Solving:0.67, Teamwork:0.76",None,Industry Foundation Certificate,7.07,Full-Stack Developer
STU_113,Male,Undergraduate,B.Tech,Information Security,2028,Linux,Communication,"Linux:0.55, Communication:0.42",None,None,5.61,Cybersecurity Analyst
STU_114,Male,Undergraduate,B.Tech,Information Security,2028,Linux,Communication,"Linux:0.41, Communication:0.38",None,None,5.59,Cybersecurity Analyst
STU_115,Male,Undergraduate,B.Tech,Information Security,2028,SQL,Communication,"SQL:0.57, Communication:0.36",None,None,5.45,Cybersecurity Analyst
STU_116,Male,Undergraduate,B.Tech,Information Security,2028,Network Security,Communication,"Network Security:0.49, Communication:0.43",None,None,5.57,Cybersecurity Analyst
STU_117,Female,Undergraduate,B.Tech,Cloud Computing,2028,"Docker, Python, SQL",Problem Solving,"Docker:0.87, Python:0.92, SQL:0.85, Problem Solving:0.68",Applied Coursework Project,Industry Foundation Certificate,7.87,Cloud DevOps Engineer
STU_118,Female,Undergraduate,B.Tech,Information Security,2028,"Cryptography, Linux, Network Security, SQL","Adaptability, Time Management","Cryptography:0.98, Linux:0.98, Network Security:0.98, SQL:0.98, Adaptability:0.92, Time Management:0.87",Advanced Capstone Portfolio,Professional Industry Certification,9.74,Cybersecurity Analyst
STU_119,Female,Undergraduate,B.Tech,Information Security,2028,"Linux, Network Security","Adaptability, Time Management","Linux:0.82, Network Security:0.81, Adaptability:0.66, Time Management:0.71",None,Industry Foundation Certificate,7.86,Cybersecurity Analyst
STU_120,Male,Undergraduate,B.Tech,Software Engineering,2028,"Linux, SQL","Communication, Problem Solving, Teamwork","Linux:0.88, SQL:0.86, Communication:0.75, Problem Solving:0.65, Teamwork:0.60",Applied Coursework Project,Industry Foundation Certificate,7.87,Backend Developer
